id,latitud,longitud
74,-17.76703,-63.15945
75,-17.39133,-63.21647
76,-17.71752,-62.89968
77,-17.47241,-62.62829
78,-17.65081,-62.71581
79,-18.25556,-59.89371
80,-18.85075,-58.50031
81,-19.00415,-57.74818
82,-16.69261,-62.53791
83,-17.71752,-62.89968
84,-17.47241,-62.62829
85,-17.65081,-62.71581
86,-17.76703,-63.15945
87,-17.39133,-63.21647
88,-16.69261,-62.53791
89,-17.71752,-62.89968
90,-17.47241,-62.62829
91,-17.65081,-62.71581
92,-15.88751,-63.18203
93,-17.76431,-63.09581
94,-17.76703,-63.15945
95,-17.39133,-63.21647
96,-22.06679,-65.59367
97,-11.19268,-68.94342
98,-11.19268,-68.94342
99,-22.06679,-65.59367
100,-22.06679,-65.59367
101,-11.19268,-68.94342
102,-17.49019,-66.09571
103,-18.71578,-68.16196
104,-17.40812,-63.74051
105,-17.40812,-63.74051
106,-17.31896,-63.31611
107,-15.00558,-67.08346
108,-15.24122,-67.07143
109,-14.59541,-67.28292
110,-15.00558,-67.08346
111,-15.24122,-67.07143
112,-14.59541,-67.28292
113,-17.71752,-62.89968
114,-17.57908,-67.14391
115,-17.21421,-64.48027
116,-17.92635,-67.08222
117,-18.23161,-68.06538
118,-18.73509,-66.86984
119,-18.01945,-67.03078
120,-17.21421,-64.48027
121,-18.89752,-68.30844
122,-18.71578,-68.16196
123,-18.02112,-67.13965
124,-17.68506,-68.41878
125,-17.42861,-66.33168
126,-22.23188,-64.59941
127,-17.92635,-67.08222
128,-17.73945,-67.03948
129,0.0,0.0
130,-18.26745,-68.26774
131,-18.43461,-66.56429
132,-17.65675,-67.10127
133,-18.48171,-66.96559
134,-17.76703,-63.15945
135,-17.71752,-62.89968
136,-21.40723,-63.83621
137,-17.84177,-68.53284
138,-19.86588,-65.58736
139,-20.57664,-65.15846
140,-18.83791,-66.66269
141,-22.06679,-65.59367
142,-21.41731,-65.71628
143,-20.88265,-67.16909
144,-18.02112,-67.13965
145,-19.06585,-68.42723
146,-18.99994,-65.20948
147,-19.13538,-65.20079
148,-18.97711,-65.34997
149,-18.86803,-65.44921
150,-19.10229,-65.26884
151,-19.15536,-65.24067
152,-19.13964,-64.53237
153,-19.26046,-64.42875
154,-19.36551,-64.25012
155,-19.12609,-64.66019
156,-19.73128,-64.03126
157,-19.79426,-63.87601
158,-18.26745,-68.26774
159,-18.48171,-66.96559
160,-18.43461,-66.56429
161,-17.39098,-66.15033
162,-17.40019,-65.87087
163,-17.42861,-66.33168
164,-17.39328,-66.06316
165,-17.01499,-65.54561
166,-17.15427,-67.94457
167,-17.57495,-67.32251
168,-16.65804,-68.18004
169,-16.18224,-60.98253
170,-17.28987,-63.17752
171,-17.20021,-63.22251
172,-17.05801,-63.21907
173,-17.40812,-63.74051
174,-17.54391,-66.02736
175,-17.49019,-66.09571
176,-17.48672,-65.77972
177,-17.01499,-65.54561
178,-17.00183,-65.31477
179,-17.01435,-65.01206
180,-17.11724,-64.76937
181,-17.39098,-66.15033
182,-17.39101,-66.23726
183,-17.40019,-65.87087
184,-17.42861,-66.33168
185,-17.39328,-66.06316
186,-17.53165,-66.33548
187,-17.03453,-64.86256
188,-16.91018,-64.82531
189,-16.87588,-65.42361
190,-17.03453,-64.86256
191,-16.91018,-64.82531
192,-16.87588,-65.42361
193,-15.74252,-63.41051
194,-22.23188,-64.59941
195,-22.23188,-64.59941
196,0.0,0.0
197,-17.28987,-63.17752
198,-17.20021,-63.22251
199,-17.05801,-63.21907
200,-17.39101,-66.23726
201,-15.74252,-63.41051
202,-17.42861,-66.33168
203,-19.73128,-64.03126
204,-21.84587,-63.73199
205,-21.84587,-63.73199
206,-21.76157,-63.56292
207,-18.62372,-66.34353
208,-18.26745,-68.26774
209,-17.65675,-67.10127
210,-18.48171,-66.96559
211,-18.02112,-67.13965
212,-17.92635,-67.08222
213,-18.99994,-65.20948
214,-19.13538,-65.20079
215,-18.86803,-65.44921
216,-18.97711,-65.34997
217,-19.10229,-65.26884
218,-19.15536,-65.24067
219,-16.39268,-67.73273
220,-16.81094,-68.17255
221,-17.00985,-68.06794
222,-17.44102,-67.51435
223,-21.76157,-63.56292
224,-21.84587,-63.73199
225,-21.84587,-63.73199
226,-21.84587,-63.73199
227,-21.76157,-63.56292
228,-17.37803,-63.99126
229,-14.44025,-67.52171
230,-14.44025,-67.52171
231,-14.44025,-67.52171
232,-14.44025,-67.52171
233,-14.44025,-67.52171
234,-14.44025,-67.52171
235,-14.44025,-67.52171
236,-21.84587,-63.73199
237,-21.40723,-63.83621
238,-21.40723,-63.83621
239,-21.84587,-63.73199
240,-14.44025,-67.52171
241,-14.44025,-67.52171
242,-21.40723,-63.83621
243,-21.40723,-63.83621
244,-21.84587,-63.73199
245,-21.18981,-63.42339
246,-21.40723,-63.83621
247,-17.42861,-66.33168
248,-21.18981,-63.42339
249,-21.27652,-63.46342
250,-21.18981,-63.42339
251,-21.27652,-63.46342
252,-21.27639,-63.40071
253,-21.84587,-63.73199
254,-21.18981,-63.42339
255,-21.27652,-63.46342
256,-21.27639,-63.40071
257,-21.40723,-63.83621
258,-17.93639,-63.35004
259,-21.40723,-63.83621
260,-21.18981,-63.42339
261,-21.27652,-63.46342
262,-21.27639,-63.40071
263,-21.84587,-63.73199
264,-17.28987,-63.17752
265,-17.74655,-64.99881
266,-22.06679,-65.59367
267,-17.74655,-64.99881
268,-16.90791,-62.61875
269,-17.13647,-62.56974
270,-16.69261,-62.53791
271,-16.90791,-62.61875
272,-17.13647,-62.56974
273,-15.88751,-63.18203
274,-16.69261,-62.53791
275,-16.90791,-62.61875
276,-17.13647,-62.56974
277,-15.88751,-63.18203
278,-19.57851,-65.41551
279,-16.69261,-62.53791
280,-16.90791,-62.61875
281,-17.13647,-62.56974
282,-15.88751,-63.18203
283,-19.43263,-65.18332
284,-15.74252,-63.41051
285,-21.18981,-63.42339
286,-21.18981,-63.42339
287,-21.18981,-63.42339
288,-21.84587,-63.73199
289,-20.67062,-63.30466
290,-21.18981,-63.42339
291,-20.67062,-63.30466
292,-21.18981,-63.42339
293,-21.84587,-63.73199
294,-21.84587,-63.73199
295,-17.31896,-63.31611
296,-17.71752,-62.89968
297,-16.90791,-62.61875
298,-17.13647,-62.56974
299,-17.57641,-65.31326
300,-17.71752,-62.89968
301,-16.90791,-62.61875
302,-17.13647,-62.56974
303,-17.31896,-63.31611
304,-17.57641,-65.31326
305,-17.71752,-62.89968
306,-16.90791,-62.61875
307,-17.13647,-62.56974
308,-17.71752,-62.89968
309,-16.90791,-62.61875
310,-17.13647,-62.56974
311,-17.31896,-63.31611
312,-17.71752,-62.89968
313,-16.90791,-62.61875
314,-17.13647,-62.56974
315,-17.71752,-62.89968
316,-16.90791,-62.61875
317,-17.13647,-62.56974
318,-17.31896,-63.31611
319,-17.71752,-62.89968
320,-16.90791,-62.61875
321,-17.13647,-62.56974
322,-17.54458,-66.0049
323,-17.42861,-66.33168
324,-15.74252,-63.41051
325,-17.42861,-66.33168
326,-17.42861,-66.33168
327,-18.25556,-59.89371
328,-17.42861,-66.33168
329,-18.25556,-59.89371
330,-15.74252,-63.41051
331,-17.42861,-66.33168
332,-15.74252,-63.41051
333,-18.25556,-59.89371
334,-15.74252,-63.41051
335,-15.74252,-63.41051
336,-22.70852,-64.39181
337,-22.70852,-64.39181
338,-22.70852,-64.39181
339,-11.23125,-65.45412
340,0.0,0.0
341,0.0,0.0
342,-18.61175,-68.00199
343,-11.23125,-65.45412
344,-11.23125,-65.45412
345,-18.39903,-59.64674
346,0.0,0.0
347,-21.88758,-63.62244
348,-11.23125,-65.45412
349,-11.01167,-65.91233
350,-14.47291,-67.42738
351,-16.69261,-62.53791
352,-16.69261,-62.53791
353,-16.69261,-62.53791
354,-14.44025,-67.52171
355,-16.34618,-67.59866
356,-16.31493,67.92518
357,-16.34618,-67.59866
358,-16.17207,-67.73461
359,-16.34618,-67.59866
360,-16.17207,-67.73461
361,-16.34618,-67.59866
362,-16.17207,-67.73461
363,-16.34618,-67.59866
364,-16.17207,-67.73461
365,-18.02112,-67.13965
366,-16.31493,67.92518
367,-16.20531,-67.77028
368,-16.20531,-67.77028
369,-16.20531,-67.77028
370,-16.31493,67.92518
371,-16.20531,-67.77028
372,-16.31493,67.92518
373,-16.20531,-67.77028
374,-16.17207,-67.73461
375,-16.17207,-67.73461
376,-16.39268,-67.73273
377,0.0,0.0
378,-22.70852,-64.39181
379,-22.66378,-64.41544
380,-16.39268,-67.73273
381,-18.73509,-66.86984
382,-19.00218,-58.07563
383,-19.00218,-58.07563
384,-17.53165,-66.33548
385,-11.01167,-65.91233
386,-11.00378,-66.05561
387,-11.01167,-65.91233
388,-11.00378,-66.05561
389,-17.37803,-63.99126
390,-21.88758,-63.62244
391,-21.88758,-63.62244
392,-21.88758,-63.62244
393,-21.18981,-63.42339
394,-17.39328,-66.06316
395,-17.53165,-66.33548
396,-21.88758,-63.62244
397,-21.18981,-63.42339
398,-22.70852,-64.39181
399,-17.20021,-63.22251
400,-17.39328,-66.06316
401,-17.53165,-66.33548
402,-21.88758,-63.62244
403,-21.18981,-63.42339
404,-22.70852,-64.39181
405,-21.88758,-63.62244
406,-21.18981,-63.42339
407,-21.88758,-63.62244
408,-21.18981,-63.42339
409,-21.88758,-63.62244
410,-21.18981,-63.42339
411,-17.39101,-66.23726
412,-17.98181,-64.02622
413,-17.39101,-66.23726
414,-17.39101,-66.23726
415,-17.39101,-66.23726
416,-17.00183,-65.31477
417,-16.87588,-65.42361
418,-19.36702,-65.95928
419,-17.40019,-65.87087
420,-17.39101,-66.23726
421,-17.01499,-65.54561
422,-14.90623,-68.40319
423,-15.02985,-68.44831
424,-15.02985,-68.44831
425,-14.90623,-68.40319
426,-15.02985,-68.44831
427,-21.88758,-63.62244
428,-17.19787,-62.80741
429,-17.76703,-63.15945
430,-17.65081,-62.71581
431,-21.18981,-63.42339
432,-17.98181,-64.02622
433,-17.98181,-64.02622
434,-17.42861,-66.33168
435,-17.42861,-66.33168
436,-18.02112,-67.13965
437,-18.02112,-67.13965
438,-17.42861,-66.33168
439,-16.48981,-68.20803
440,-17.00985,-68.06794
441,-18.02112,-67.13965
442,-18.02112,-67.13965
443,-18.02112,-67.13965
444,-18.02112,-67.13965
445,-17.42861,-66.33168
446,-17.00985,-68.06794
447,-16.48981,-68.20803
448,-17.00985,-68.06794
449,-17.40812,-63.74051
450,-22.06679,-65.59367
451,-17.40019,-65.87087
452,-17.42861,-66.33168
453,-18.02112,-67.13965
454,-17.40019,-65.87087
455,-17.42861,-66.33168
456,-17.00985,-68.06794
457,-16.48981,-68.20803
458,-22.06679,-65.59367
459,-19.51247,-65.69421
460,-19.62785,-65.80163
461,-17.00985,-68.06794
462,-16.48981,-68.20803
463,-17.76703,-63.15945
464,-17.71752,-62.89968
465,-17.76431,-63.09581
466,-17.76703,-63.15945
467,-17.76431,-63.09581
468,-17.76703,-63.15945
469,-17.76703,-63.15945
470,-11.00378,-66.05561
471,-17.01248,-66.90881
472,-11.16239,-68.83499
473,-11.16239,-68.83499
474,-22.06679,-65.59367
475,-22.06679,-65.59367
476,-18.09659,-64.76264
477,-18.92586,-63.72995
478,-17.39133,-63.21647
479,-18.13583,-63.68764
480,-17.98801,-64.47465
481,-18.13583,-63.68764
482,-17.98181,-64.02622
483,-17.53165,-66.33548
484,-17.53165,-66.33548
485,-17.53165,-66.33548
486,-18.98391,-57.80375
487,-21.27639,-63.40071
488,-17.92635,-67.08222
489,-17.54391,-66.02736
490,-17.52524,-65.90808
491,-17.53165,-66.33548
492,-17.69041,-65.57003
493,-17.69041,-65.57003
494,-17.54391,-66.02736
495,-17.54391,-66.02736
496,-17.53165,-66.33548
497,-17.69041,-65.57003
498,-17.69041,-65.57003
499,-21.88758,-63.62244
500,-15.06903,-68.32131
501,-16.26855,-67.64688
502,-16.34618,-67.59866
503,-17.39101,-66.23726
504,-18.39516,-66.61237
505,-18.39516,-66.61237
506,-16.26855,-67.64688
507,-16.34618,-67.59866
508,-16.34618,-67.59866
509,-16.26855,-67.64688
510,-17.54391,-66.02736
511,-21.65606,-64.65731
512,-16.26855,-67.64688
513,-16.34618,-67.59866
514,-19.84955,-63.54941
515,-19.84955,-63.54941
516,-19.84955,-63.54941
517,-19.84955,-63.54941
518,-19.84955,-63.54941
519,-11.16239,-68.83499
520,-11.16239,-68.83499
521,-11.16239,-68.83499
522,-11.16239,-68.83499
523,-11.16239,-68.83499
524,-11.16239,-68.83499
525,-11.16239,-68.83499
526,-19.84955,-63.54941
527,-11.16239,-68.83499
528,-19.84955,-63.54941
529,-19.84955,-63.54941
530,-19.84955,-63.54941
531,-19.84955,-63.54941
532,-17.99422,-64.08494
533,-19.84955,-63.54941
534,-17.53165,-66.33548
535,0.0,0.0
536,0.0,0.0
537,-17.53165,-66.33548
538,0.0,0.0
539,-17.53165,-66.33548
540,-17.54391,-66.02736
541,-17.54391,-66.02736
542,-16.33548,-59.31861
543,-17.53165,-66.33548
544,-15.56223,-67.80362
545,-15.56223,-67.80362
546,-16.33548,-59.31861
547,-19.84955,-63.54941
548,-17.53165,-66.33548
549,-15.56223,-67.80362
550,0.0,0.0
551,0.0,0.0
552,0.0,0.0
553,-16.33548,-59.31861
554,-19.84955,-63.54941
555,0.0,0.0
556,-19.03318,-63.68515
557,-17.54391,-66.02736
558,-15.01512,-65.66517
559,-17.79016,-67.16134
560,-18.11728,-68.75991
561,-17.79016,-67.16134
562,-21.70868,-64.60215
563,-21.90375,-64.80132
564,-20.88265,-67.16909
565,-20.88265,-67.16909
566,-21.70868,-64.60215
567,-21.90375,-64.80132
568,-17.93639,-63.35004
569,-21.40711,-63.49122
570,-17.37803,-63.99126
571,-17.44102,-67.51435
572,-17.44102,-67.51435
573,-17.78257,-60.90091
574,-16.45922,-68.18651
575,-17.39328,-66.06316
576,-15.09797,-65.76296
577,-15.33738,-65.79939
578,-15.55981,-65.81101
579,-19.11298,-66.17056
580,-16.33807,-68.03913
581,-16.48981,-68.20803
582,-17.39101,-66.23726
583,-16.33807,-68.03913
584,-15.09797,-65.76296
585,-15.33738,-65.79939
586,-15.55981,-65.81101
587,-16.33807,-68.03913
588,-17.49019,-66.09571
589,-15.01512,-65.66517
590,-15.09797,-65.76296
591,-15.33738,-65.79939
592,-15.55981,-65.81101
593,-16.48981,-68.20803
594,-18.02112,-67.13965
595,-16.19212,-68.91538
596,-15.09797,-65.76296
597,-15.33738,-65.79939
598,-15.55981,-65.81101
599,-16.19212,-68.91538
600,-11.01167,-65.91233
601,-16.19212,-68.91538
602,-19.85698,-63.78712
603,-19.51247,-65.69421
604,-17.42861,-66.33168
605,-19.51247,-65.69421
606,-19.51247,-65.69421
607,-14.36682,-67.40817
608,-14.07915,-66.82118
609,-19.51247,-65.69421
610,-14.36682,-67.40817
611,-14.07915,-66.82118
612,-19.51247,-65.69421
613,-17.93639,-63.35004
614,-17.93639,-63.35004
615,-17.93639,-63.35004
616,-17.93639,-63.35004
617,-22.06679,-65.59367
618,-17.93639,-63.35004
619,-16.58891,-68.56514
620,-17.47241,-62.62829
621,-16.58891,-68.56514
622,-17.76703,-63.15945
623,-16.58891,-68.56514
624,-14.99235,-64.36895
625,-14.99235,-64.36895
626,-14.99235,-64.36895
627,-11.07678,-66.06634
628,-11.01167,-65.91233
629,-11.00378,-66.05561
630,-11.01167,-65.91233
631,-11.00378,-66.05561
632,-11.01167,-65.91233
633,-11.00378,-66.05561
634,-11.01167,-65.91233
635,-11.00378,-66.05561
636,-11.07678,-66.06634
637,0.0,0.0
638,-11.01167,-65.91233
639,-11.00378,-66.05561
640,-11.16239,-68.83499
641,-11.16239,-68.83499
642,-17.65675,-67.10127
643,-17.65675,-67.10127
644,-17.57495,-67.32251
645,-16.34618,-67.59866
646,-16.34618,-67.59866
647,-22.06679,-65.59367
648,-22.06679,-65.59367
649,-21.2291,-63.57233
650,-18.21147,-66.92045
651,-21.88758,-63.62244
652,-18.21147,-66.92045
653,-18.21147,-66.92045
654,-18.01945,-67.03078
655,-18.21147,-66.92045
656,-18.01945,-67.03078
657,-18.21147,-66.92045
658,-18.01945,-67.03078
659,0.0,0.0
660,-17.54391,-66.02736
661,-17.52524,-65.90808
662,-17.53165,-66.33548
663,-17.54391,-66.02736
664,-17.52524,-65.90808
665,-17.48672,-65.77972
666,-17.52906,-65.84676
667,-17.54391,-66.02736
668,-17.52524,-65.90808
669,-17.38927,-63.52546
670,-20.72509,-65.66161
671,-11.00378,-66.05561
672,-21.30322,-65.64194
673,-18.79639,-66.07009
674,-20.72509,-65.66161
675,-21.76157,-63.56292
676,-18.98391,-57.80375
677,-17.39133,-63.21647
678,-20.03177,-63.53658
679,-19.84955,-63.54941
680,-17.28987,-63.17752
681,-18.25556,-59.89371
682,-18.98391,-57.80375
683,-17.76431,-63.09581
684,-17.76703,-63.15945
685,-17.93639,-63.35004
686,0.0,0.0
687,-18.17244,-63.79148
688,-21.37904,-64.86188
689,-21.45068,-64.12369
690,-17.28987,-63.17752
691,-17.86331,-67.02418
692,-17.86331,-67.02418
693,-17.59485,-62.15467
694,-17.39101,-66.23726
695,-17.31896,-63.31611
696,-21.88758,-63.62244
697,-21.88758,-63.62244
698,-10.99189,-65.59117
699,-19.23164,-68.58561
700,-17.39101,-66.23726
701,-17.42861,-66.33168
702,-19.23164,-68.58561
703,-10.99189,-65.59117
704,-21.30322,-65.64194
705,-21.41731,-65.71628
706,-17.71752,-62.89968
707,-17.71752,-62.89968
708,-21.83154,-63.73164
709,-21.84587,-63.73199
710,-19.51247,-65.69421
711,-17.71752,-62.89968
712,-21.83154,-63.73164
713,-16.90791,-62.61875
714,-16.90791,-62.61875
715,-16.90791,-62.61875
716,-21.88758,-63.62244
717,-11.16239,-68.83499
718,-11.16239,-68.83499
719,-11.16239,-68.83499
720,-17.42861,-66.33168
721,-20.03177,-63.53658
722,-20.03177,-63.53658
723,-21.55427,-64.60671
724,-22.70852,-64.39181
725,-21.70868,-64.60215
726,-17.78257,-60.90091
727,-17.93639,-63.35004
728,-18.85075,-58.50031
729,-18.39903,-59.64674
730,-18.02112,-67.13965
731,-17.76703,-63.15945
732,-10.99189,-65.59117
733,-16.18224,-60.98253
734,-18.02112,-67.13965
735,-11.01167,-65.91233
736,-10.99189,-65.59117
737,-17.93639,-63.35004
738,-18.85075,-58.50031
739,-18.39903,-59.64674
740,-18.98391,-57.80375
741,-16.33548,-59.31861
742,-16.35532,-58.51566
743,-16.33446,-60.87948
744,-17.76431,-63.09581
745,-17.76703,-63.15945
746,-17.39133,-63.21647
747,-17.78257,-60.90091
748,-18.85075,-58.50031
749,-18.39903,-59.64674
750,-18.98391,-57.80375
751,-17.20021,-63.22251
752,-17.20021,-63.22251
753,-17.24643,-62.99889
754,-16.81759,-61.23405
755,-17.40812,-63.74051
756,-17.31896,-63.31611
757,-17.42861,-66.33168
758,-18.85075,-58.50031
759,-18.39903,-59.64674
760,-18.98391,-57.80375
761,-21.55427,-64.60671
762,-21.37904,-64.86188
763,-17.20021,-63.22251
764,-17.24643,-62.99889
765,-11.16239,-68.83499
766,-16.33548,-59.31861
767,-16.35532,-58.51566
768,-16.33446,-60.87948
769,-16.38463,-68.04154
770,-16.18224,-60.98253
771,-17.93639,-63.35004
772,-16.81759,-61.23405
773,-22.70852,-64.39181
774,-21.70868,-64.60215
775,-16.33548,-59.31861
776,-16.35532,-58.51566
777,-16.33446,-60.87948
778,-11.16239,-68.83499
779,-17.20021,-63.22251
780,-17.24643,-62.99889
781,-21.18981,-63.42339
782,-20.03177,-63.53658
783,-20.36252,-63.43134
784,-17.78257,-60.90091
785,-18.85075,-58.50031
786,-18.39903,-59.64674
787,-17.87725,-60.52913
788,-18.98391,-57.80375
789,-11.00378,-66.05561
790,-17.76431,-63.09581
791,-17.76703,-63.15945
792,-17.39133,-63.21647
793,-22.70852,-64.39181
794,-16.69261,-62.53791
795,-17.71752,-62.89968
796,-17.65081,-62.71581
797,-20.03177,-63.53658
798,-19.42163,-63.52395
799,-20.36252,-63.43134
800,-16.18224,-60.98253
801,-15.97962,-61.94013
802,-17.40812,-63.74051
803,-17.31896,-63.31611
804,-16.69261,-62.53791
805,-17.71752,-62.89968
806,-17.65081,-62.71581
807,-16.33548,-59.31861
808,-16.35532,-58.51566
809,-16.33446,-60.87948
810,-20.03177,-63.53658
811,-19.42163,-63.52395
812,-20.36252,-63.43134
813,-19.84955,-63.54941
814,-17.93639,-63.35004
815,-21.45068,-64.12369
816,-16.81759,-61.23405
817,-17.93639,-63.35004
818,-16.18224,-60.98253
819,-15.97962,-61.94013
820,-17.78257,-60.90091
821,-17.20021,-63.22251
822,-17.24643,-62.99889
823,-17.87725,-60.52913
824,-18.48452,-59.42504
825,-18.85075,-58.50031
826,-18.39903,-59.64674
827,-18.98391,-57.80375
828,-18.05173,-60.17731
829,-19.00218,-58.07563
830,-17.76431,-63.09581
831,-17.76703,-63.15945
832,-17.39133,-63.21647
833,-16.38463,-68.04154
834,-21.45068,-64.12369
835,-22.70852,-64.39181
836,-20.03177,-63.53658
837,-19.42163,-63.52395
838,-20.36252,-63.43134
839,-19.84955,-63.54941
840,-16.33548,-59.31861
841,-16.35532,-58.51566
842,-16.33446,-60.87948
843,-17.42861,-66.33168
844,-15.56223,-67.80362
845,-17.31896,-63.31611
846,-16.81759,-61.23405
847,-19.52858,-65.80979
848,-17.93639,-63.35004
849,-20.03177,-63.53658
850,-19.42163,-63.52395
851,-20.36252,-63.43134
852,-19.84955,-63.54941
853,-18.48452,-59.42504
854,-18.85075,-58.50031
855,-18.39903,-59.64674
856,-17.87725,-60.52913
857,-18.98391,-57.80375
858,-18.05173,-60.17731
859,-19.00218,-58.07563
860,-16.18224,-60.98253
861,-15.97962,-61.94013
862,-17.93639,-63.35004
863,-16.38463,-68.04154
864,-17.20021,-63.22251
865,-17.24643,-62.99889
866,-20.03177,-63.53658
867,-20.36252,-63.43134
868,-19.84955,-63.54941
869,-17.76431,-63.09581
870,-17.76703,-63.15945
871,-17.39133,-63.21647
872,-16.33548,-59.31861
873,-16.35532,-58.51566
874,-16.33446,-60.87948
875,-17.93639,-63.35004
876,-20.03177,-63.53658
877,-19.42163,-63.52395
878,-20.36252,-63.43134
879,-19.84955,-63.54941
880,-16.18224,-60.98253
881,-15.97962,-61.94013
882,-17.20021,-63.22251
883,-17.24643,-62.99889
884,-16.38463,-68.04154
885,-18.85075,-58.50031
886,-18.39903,-59.64674
887,-17.87725,-60.52913
888,-18.98391,-57.80375
889,-18.05173,-60.17731
890,-19.00218,-58.07563
891,-16.33548,-59.31861
892,-16.35532,-58.51566
893,-16.33446,-60.87948
894,-17.93639,-63.35004
895,-16.18224,-60.98253
896,-15.97962,-61.94013
897,-17.93639,-63.35004
898,-16.81759,-61.23405
899,-16.81759,-61.23405
900,-17.20021,-63.22251
901,-17.24643,-62.99889
902,-16.18224,-60.98253
903,-15.97962,-61.94013
904,-17.76431,-63.09581
905,-17.76703,-63.15945
906,-17.39133,-63.21647
907,-18.48452,-59.42504
908,-18.85075,-58.50031
909,-18.39903,-59.64674
910,-17.87725,-60.52913
911,-18.98391,-57.80375
912,-18.05173,-60.17731
913,-19.00218,-58.07563
914,-17.93639,-63.35004
915,-20.03177,-63.53658
916,-20.36252,-63.43134
917,-19.84955,-63.54941
918,-17.93639,-63.35004
919,-10.99189,-65.59117
920,-16.18224,-60.98253
921,-15.97962,-61.94013
922,-16.33548,-59.31861
923,-16.35532,-58.51566
924,-16.33446,-60.87948
925,-19.73128,-64.03126
926,-17.93639,-63.35004
927,-17.20021,-63.22251
928,-17.24643,-62.99889
929,-18.48452,-59.42504
930,-18.85075,-58.50031
931,-18.39903,-59.64674
932,-17.87725,-60.52913
933,-18.98391,-57.80375
934,-18.05173,-60.17731
935,-19.00218,-58.07563
936,-10.99189,-65.59117
937,-19.79426,-63.87601
938,-20.03177,-63.53658
939,-20.36252,-63.43134
940,-19.84955,-63.54941
941,-17.76431,-63.09581
942,-17.76703,-63.15945
943,-17.39133,-63.21647
944,-18.99994,-65.20948
945,-19.13538,-65.20079
946,-18.97711,-65.34997
947,-19.10229,-65.26884
948,-19.15536,-65.24067
949,-17.76431,-63.09581
950,-17.76703,-63.15945
951,-17.39133,-63.21647
952,-20.03177,-63.53658
953,-20.36252,-63.43134
954,-19.84955,-63.54941
955,-17.93639,-63.35004
956,-16.33548,-59.31861
957,-16.35532,-58.51566
958,-16.33446,-60.87948
959,-16.69261,-62.53791
960,-17.71752,-62.89968
961,-17.65081,-62.71581
962,-15.88751,-63.18203
963,-19.62785,-65.80163
964,-11.33781,-69.17284
965,-11.33781,-69.17284
966,-21.2291,-63.57233
967,-17.42861,-66.33168
968,-21.84587,-63.73199
969,-21.88758,-63.62244
970,-21.2291,-63.57233
971,-21.84587,-63.73199
972,-21.84587,-63.73199
973,-21.2291,-63.57233
974,-21.2291,-63.57233
975,-21.84587,-63.73199
976,-14.47291,-67.42738
977,-17.92635,-67.08222
978,-21.2291,-63.57233
979,-21.44377,-63.68386
980,-21.84587,-63.73199
981,-18.95568,-66.78039
982,-18.00151,-67.04251
983,-21.82323,-65.55353
984,-11.52327,-66.83521
985,-18.02112,-67.13965
986,-18.00151,-67.04251
987,-17.93639,-63.35004
988,-19.55891,-65.51422
989,-22.70852,-64.39181
990,-21.70868,-64.60215
991,-22.10877,-64.67674
992,-22.70852,-64.39181
993,-21.70868,-64.60215
994,-22.10877,-64.67674
995,-21.37904,-64.86188
996,-21.37904,-64.86188
997,-21.46188,-64.86993
998,-21.07898,-65.21909
999,-22.70852,-64.39181
1000,-21.70868,-64.60215
1001,-22.10877,-64.67674
1002,-21.37904,-64.86188
1003,-21.46188,-64.86993
